question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302831,article_101101,8a74fce9e592,Second Sons,"According to the passage, why did noble families pass law...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302831_sibling_1,article_101101,071d80ded4a3,Second Sons,"Based on the passage, what conclusion can you draw about...",64%,❌,7/11,"difficulty_assessment, grammatical_parallel, length_check, specificity_balance",20260112_190042,✅,❌,❌,✅,❌,✅,✅,✅,❌,✅,✅
quiz_302831_sibling_2,article_101101,c641ea0a86a6,Second Sons,What can you conclude about why the author explains both...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302831_sibling_3,article_101101,244d61be04e6,Second Sons,Why does the passage explain that primogeniture meant you...,82%,✅,9/11,"length_check, plausibility",20260112_190042,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302831_sibling_4,article_101101,39e59c9e0ad3,Second Sons,"Based on the entire passage, what logical connection does...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302836,article_101102,8df581ba48a3,Toscanelli’s Map,Which fact about Toscanelli's understanding of Earth is c...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302836_sibling_1,article_101102,3cfe2a6dbbe1,Toscanelli’s Map,"Based on the map description, where did Toscanelli place...",82%,✅,9/11,"grammatical_parallel, length_check",20260112_190042,✅,✅,❌,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302836_sibling_2,article_101102,96053d18aec0,Toscanelli’s Map,What information does the map help readers understand abo...,91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302836_sibling_3,article_101102,7d26858641be,Toscanelli’s Map,"According to the passage, what does the light blue color...",100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302836_sibling_4,article_101102,bafeee73af5e,Toscanelli’s Map,How does the passage use the map to explain why Columbus...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302837,article_101102,f30917a1b76b,Toscanelli’s Map,Which is a theme in this passage?,91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302837_sibling_1,article_101102,b94f65adce5b,Toscanelli’s Map,What key message does the author want readers to understa...,91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302837_sibling_2,article_101102,c84f44043930,Toscanelli’s Map,What important idea does the author develop throughout th...,91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302837_sibling_3,article_101102,077750f4c9da,Toscanelli’s Map,The passage supports which conclusion about historical ex...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302837_sibling_4,article_101102,5d2728cb29b8,Toscanelli’s Map,"Based on the entire passage, which statement best express...",55%,❌,6/11,"difficulty_assessment, grammatical_parallel, homogeneity, plausibility, specificity_balance",20260112_190042,✅,❌,❌,❌,✅,✅,❌,✅,❌,✅,✅
quiz_302838,article_101102,ba07347306bf,Toscanelli’s Map,Toscanelli's incorrect map caused Columbus to,82%,✅,9/11,"length_check, plausibility",20260112_190042,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302838_sibling_1,article_101102,51ec88ea3ccd,Toscanelli’s Map,Why did Columbus believe he had reached the Indies when h...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302838_sibling_2,article_101102,e7ca7067194f,Toscanelli’s Map,Toscanelli's incorrect understanding of Earth's size resu...,91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302838_sibling_3,article_101102,144eb14d5b6f,Toscanelli’s Map,What effect did Toscanelli's map have on Columbus's expec...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302838_sibling_4,article_101102,60530cb48bb1,Toscanelli’s Map,"Based on the passage, Toscanelli's errors about geography...",91%,✅,10/11,plausibility,20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302839,article_101102,256f0c82345c,Toscanelli’s Map,"According to the passage, what was the main purpose of To...",91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302839_sibling_1,article_101102,c951f96c1586,Toscanelli’s Map,"According to the first paragraph, what was Toscanelli's p...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302839_sibling_2,article_101102,5ef19d6d8998,Toscanelli’s Map,What does the passage directly state was Toscanelli's rea...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302839_sibling_3,article_101102,661b21991c6b,Toscanelli’s Map,"Based on paragraph 7, what did Columbus do that shows he...",82%,✅,9/11,"difficulty_assessment, too_close",20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302839_sibling_4,article_101102,778a7e0b6ffe,Toscanelli’s Map,What does paragraph 3 explain about why Toscanelli placed...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302844,article_101103,cf21244a32d3,Navigation in the Age of Exploration,The author of this passage would most likely agree that,64%,❌,7/11,"homogeneity, plausibility, specificity_balance, standard_alignment",20260112_190042,✅,✅,✅,❌,✅,✅,❌,✅,❌,❌,✅
quiz_302844_sibling_1,article_101103,3c4b34a9b196,Navigation in the Age of Exploration,"Based on the opening paragraph, the author believes that...",91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302844_sibling_2,article_101103,de9f50d21e9a,Navigation in the Age of Exploration,Why would the author most likely disagree with someone wh...,73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302844_sibling_3,article_101103,8c11755f49c3,Navigation in the Age of Exploration,"According to the passage, which statement would the autho...",91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302844_sibling_4,article_101103,51b3ffffb03e,Navigation in the Age of Exploration,What would the author think about a sailor who refuses to...,82%,✅,9/11,"grammatical_parallel, standard_alignment",20260112_190042,✅,✅,❌,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302845,article_101103,a4be0a08922e,Navigation in the Age of Exploration,How does the author mostly present the information in the...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302845_sibling_1,article_101103,4525b003597f,Navigation in the Age of Exploration,Why does the author organize the passage by describing on...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302845_sibling_2,article_101103,3e4c4df09074,Navigation in the Age of Exploration,What connection does the author make between the compass...,91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302845_sibling_3,article_101103,4b75ad4638f8,Navigation in the Age of Exploration,How does the author connect the information about the hou...,73%,❌,8/11,"difficulty_assessment, homogeneity, plausibility",20260112_190042,✅,❌,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302845_sibling_4,article_101103,56d36972c842,Navigation in the Age of Exploration,"Based on the passage, what is the relationship between de...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302846,article_101103,e437766ddffc,Navigation in the Age of Exploration,When does dead reckoning help sailors know their location?,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302846_sibling_1,article_101103,b62e12c76a4b,Navigation in the Age of Exploration,"According to paragraph 2, what problem did explorers face...",100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302846_sibling_2,article_101103,59c82d287170,Navigation in the Age of Exploration,"Based on paragraph 4, what information did the quadrant a...",91%,✅,10/11,passage_reference,20260112_190042,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302846_sibling_3,article_101103,2d94a5b6f1e1,Navigation in the Age of Exploration,What can readers infer from paragraph 3 about why sailors...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302846_sibling_4,article_101103,827eeb2cf6ec,Navigation in the Age of Exploration,"Based on paragraphs 5 and 6, which steps in dead reckonin...",91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302847,article_101103,72cefcb0ead3,Navigation in the Age of Exploration,What is the passage mostly about?,82%,✅,9/11,"length_check, specificity_balance",20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅,✅
quiz_302847_sibling_1,article_101103,e930c5c1a536,Navigation in the Age of Exploration,The passage explains several navigation tools and methods...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302847_sibling_2,article_101103,bc1517eac044,Navigation in the Age of Exploration,How does the author support the idea that dead reckoning...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302847_sibling_3,article_101103,480aa21c4821,Navigation in the Age of Exploration,What conclusion can readers draw by considering informati...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302847_sibling_4,article_101103,207a187baead,Navigation in the Age of Exploration,Why does the author include the detailed explanation of h...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302852,article_101104,128bb36f829c,El Castillo de San Marcos,Someone might read this passage to,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302852_sibling_1,article_101104,f2f46f73782f,El Castillo de San Marcos,Why did the author write this passage about El Castillo d...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302852_sibling_2,article_101104,373846bf7949,El Castillo de San Marcos,"Based on the passage, what point of view does the author...",100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302852_sibling_3,article_101104,167845a73577,El Castillo de San Marcos,How does the author help readers understand what it was l...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302852_sibling_4,article_101104,925b94d4ce2b,El Castillo de San Marcos,What does the author want readers to understand about the...,82%,✅,9/11,"plausibility, standard_alignment",20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302853,article_101104,87bfeecedf76,El Castillo de San Marcos,What is the connection between the sentences in section 2...,73%,❌,8/11,"clarity_precision, passage_reference, single_correct_answer",20260112_190042,❌,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅
quiz_302853_sibling_1,article_101104,40a2823dc1c7,El Castillo de San Marcos,What is the connection between the ideas in section 4 abo...,82%,✅,9/11,"clarity_precision, passage_reference",20260112_190042,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302853_sibling_2,article_101104,a4b08feeccb5,El Castillo de San Marcos,How are the ideas organized in section 5 about entering t...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302853_sibling_3,article_101104,06b46ee8cd49,El Castillo de San Marcos,What is the connection between the sentences in section 2...,73%,❌,8/11,"clarity_precision, difficulty_assessment, passage_reference",20260112_190042,❌,❌,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302853_sibling_4,article_101104,3c19f4cd343e,El Castillo de San Marcos,How does the author connect the ideas in section 1 about...,73%,❌,8/11,"clarity_precision, passage_reference, single_correct_answer",20260112_190042,❌,✅,✅,✅,✅,❌,✅,❌,✅,✅,✅
quiz_302854,article_101104,37dd7f12d238,El Castillo de San Marcos,"In the passage, coquina is compared to",73%,❌,8/11,"homogeneity, plausibility, specificity_balance",20260112_190042,✅,✅,✅,❌,✅,✅,❌,✅,❌,✅,✅
quiz_302854_sibling_1,article_101104,07df7c241edb,El Castillo de San Marcos,"According to the passage, what happened to the wooden for...",100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302854_sibling_2,article_101104,7a85ea71837f,El Castillo de San Marcos,"In the passage, the drawbridge is compared to",36%,❌,4/11,"clarity_precision, difficulty_assessment, grammatical_parallel, homogeneity, plausibility, single_correct_answer, standard_alignment",20260112_190042,❌,❌,❌,❌,✅,✅,❌,❌,✅,❌,✅
quiz_302854_sibling_3,article_101104,1ed7f73abaea,El Castillo de San Marcos,"Based on the passage, how does the moat relate to the for...",82%,✅,9/11,"difficulty_assessment, plausibility",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302854_sibling_4,article_101104,19bc30aeb718,El Castillo de San Marcos,What detail from the passage shows that coquina was bette...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302855,article_101104,134bdfe80ea6,El Castillo de San Marcos,Which sentence best tells what the passage is mostly about?,64%,❌,7/11,"grammatical_parallel, homogeneity, plausibility, specificity_balance",20260112_190042,✅,✅,❌,❌,✅,✅,❌,✅,❌,✅,✅
quiz_302855_sibling_1,article_101104,ecd88f0fd1c6,El Castillo de San Marcos,Which detail best supports the idea that El Castillo de S...,73%,❌,8/11,"homogeneity, plausibility, standard_alignment",20260112_190042,✅,✅,✅,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302855_sibling_2,article_101104,492e6bed83e0,El Castillo de San Marcos,The main idea of the passage is that El Castillo de San M...,64%,❌,7/11,"homogeneity, plausibility, single_correct_answer, specificity_balance",20260112_190042,✅,✅,✅,❌,✅,✅,❌,❌,❌,✅,✅
quiz_302855_sibling_3,article_101104,93dda79259dc,El Castillo de San Marcos,Which sentence from the passage best shows the author's m...,64%,❌,7/11,"clarity_precision, passage_reference, single_correct_answer, specificity_balance",20260112_190042,❌,✅,✅,✅,✅,❌,✅,❌,❌,✅,✅
quiz_302855_sibling_4,article_101104,45f80e671d96,El Castillo de San Marcos,How does the passage show that El Castillo de San Marcos...,82%,✅,9/11,"plausibility, standard_alignment",20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302860,article_101105,2bb66971236d,Coronado Reports to the King,What does the information about the Great Plains in the p...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302860_sibling_1,article_101105,fcfeadf1db47,Coronado Reports to the King,"According to the passage, what helped the reader understa...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302860_sibling_2,article_101105,8631d34e8ce6,Coronado Reports to the King,Which detail from the text shows that the grasslands were...,100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302860_sibling_3,article_101105,dfb9270a5f6a,Coronado Reports to the King,"Based on the information about the Querechos, what can re...",91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302860_sibling_4,article_101105,bbaee5573eda,Coronado Reports to the King,How does the passage help readers know what the buffalo p...,82%,✅,9/11,"homogeneity, length_check",20260112_190042,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅,✅
quiz_302861,article_101105,0009e8d21db4,Coronado Reports to the King,"According to the passage, what legendary prize was Corona...",55%,❌,6/11,"difficulty_assessment, homogeneity, length_check, plausibility, specificity_balance",20260112_190042,✅,❌,✅,❌,❌,✅,❌,✅,❌,✅,✅
quiz_302861_sibling_1,article_101105,2a0ad79836cb,Coronado Reports to the King,What main idea about Coronado's expedition does the passa...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302861_sibling_2,article_101105,d332d69ce880,Coronado Reports to the King,The passage supports the conclusion that Coronado's expec...,73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302861_sibling_3,article_101105,53434ca5d6e3,Coronado Reports to the King,"Based on evidence throughout the passage, what conclusion...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302861_sibling_4,article_101105,1b54950e9932,Coronado Reports to the King,Which details from the passage work together to show that...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302862,article_101105,24a2d4172d2f,Coronado Reports to the King,Coronado decided to travel to Quivira because,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_190042,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302862_sibling_1,article_101105,8abcf2215532,Coronado Reports to the King,Coronado traveled to Quivira instead of returning to Spai...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302862_sibling_2,article_101105,24506d11a6a1,Coronado Reports to the King,The passage shows that the disappointment Coronado experi...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302862_sibling_3,article_101105,aeb1b1a03a0f,Coronado Reports to the King,"Based on the passage, what caused the Querechos to move f...",100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302862_sibling_4,article_101105,34db6da12c29,Coronado Reports to the King,The sequence of events in the passage shows that Coronado...,73%,❌,8/11,"clarity_precision, difficulty_assessment, single_correct_answer",20260112_190042,❌,❌,✅,✅,✅,✅,✅,❌,✅,✅,✅
quiz_302863,article_101105,8f8e78dbb7df,Coronado Reports to the King,Why was Coronado disappointed when he finally reached Qui...,73%,❌,8/11,"homogeneity, length_check, plausibility",20260112_190042,✅,✅,✅,❌,❌,✅,❌,✅,✅,✅,✅
quiz_302863_sibling_1,article_101105,d4cf43e4403f,Coronado Reports to the King,"According to the passage, what relationship exists betwee...",100%,✅,11/11,,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302863_sibling_2,article_101105,9bee6461ffff,Coronado Reports to the King,Why did Coronado feel disappointed when he arrived at Qui...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302863_sibling_3,article_101105,905078c1a427,Coronado Reports to the King,"According to the passage, why did Coronado send copper ba...",82%,✅,9/11,"difficulty_assessment, single_correct_answer",20260112_190042,✅,❌,✅,✅,✅,✅,✅,❌,✅,✅,✅
quiz_302863_sibling_4,article_101105,0859f5c51198,Coronado Reports to the King,"Based on information in the passage, what can readers con...",91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302868,article_101106,511e0c3ecec0,John Cabot,"What was one important result of Cabot’s trips, even thou...",82%,✅,9/11,"plausibility, standard_alignment",20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302868_sibling_1,article_101106,7fe8d673b166,John Cabot,What does the author suggest about Cabot when describing...,91%,✅,10/11,plausibility,20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302868_sibling_2,article_101106,c2484a93149e,John Cabot,"According to the passage, what made Cabot believe his ide...",91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302868_sibling_3,article_101106,fc751138f9a9,John Cabot,"Based on the information in the passage, why did King Hen...",91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302868_sibling_4,article_101106,21114540118a,John Cabot,Which detail from the passage shows that Cabot did not fu...,91%,✅,10/11,standard_alignment,20260112_190042,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302869,article_101106,ca2ad98a4a10,John Cabot,What is the connection between the sentences in section 2...,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302869_sibling_1,article_101106,1ad1565cef62,John Cabot,How are the ideas organized in the section describing Cab...,91%,✅,10/11,plausibility,20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302869_sibling_2,article_101106,455e9cff2b01,John Cabot,"What is the relationship between the sentences 'In 1497,...",91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302869_sibling_3,article_101106,dffb947ea80c,John Cabot,The author connects the ideas in paragraph 4 by,91%,✅,10/11,difficulty_assessment,20260112_190042,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302869_sibling_4,article_101106,13b2aa1349a6,John Cabot,Which sentence shows that the passage uses a cause-and-ef...,64%,❌,7/11,"difficulty_assessment, homogeneity, passage_reference, plausibility",20260112_190042,✅,❌,✅,❌,✅,❌,❌,✅,✅,✅,✅
quiz_302870,article_101106,b5a83f646290,John Cabot,Why was John Cabot's 1497 voyage still important to Engla...,91%,✅,10/11,plausibility,20260112_190042,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302870_sibling_1,article_101106,2415d5867a04,John Cabot,"According to the text, what problem did Cabot face on his...",91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302870_sibling_2,article_101106,2960d0453fe7,John Cabot,"Based on information in the passage, why was the Grand Ba...",91%,✅,10/11,length_check,20260112_190042,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302870_sibling_3,article_101106,9e23a607e119,John Cabot,What does the passage suggest about why sailors continued...,45%,❌,5/11,"clarity_precision, difficulty_assessment, length_check, single_correct_answer, standard_alignment, too_close",20260112_190042,❌,❌,✅,✅,❌,✅,✅,❌,✅,❌,❌
